system:index,B11,B11_B12,B11_B12_change,B11_B12_wet,B11_change,B11_wet,B12,B12_change,B12_wet,B2,B2_change,B2_wet,B3,B3_change,B3_wet,B4,B4_B3,B4_B3_change,B4_B3_wet,B4_change,B4_wet,B8,B8_B4,B8_B4_change,B8_B4_wet,B8_change,B8_wet,NDVI,NDVI_change,NDVI_wet,elevation,region_id,slope,.geo
00000000000000000131_0,0.1962,1.345679,0.34817886,1.6938579,-0.019700006,0.1765,0.1458,-0.041599996,0.1042,0.1267,-0.0054999962,0.1212,0.1087,-0.0022,0.1065,0.1123,1.0331187,-0.2265459,0.8065728,-0.0264,0.0859,0.1429,1.2724844,1.0348496,2.3073342,0.055299997,0.1982,0.11990597,0.2753774,0.39528334,449,3,12.572742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4610486388814,15.345156430622284]}"
00000000000000000132_0,0.3223,1.2268747,0.28658158,1.5134563,-0.072049975,0.25025,0.2627,-0.09734999,0.16535,0.1133,-0.0067500025,0.10655,0.1046,-0.0041999966,0.1004,0.1372,1.3116635,-0.34104595,0.97061753,-0.039749995,0.09745,0.164,1.1953353,0.6061012,1.8014365,0.011549994,0.17555,0.08897745,0.19710313,0.28608057,668,3,3.8347023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.65930682208658,14.977835310945812]}"
00000000000000000133_0,0.3621,1.3511194,0.4926737,1.843793,-0.09475002,0.26735,0.268,-0.12300001,0.145,0.1276,-0.008500002,0.1191,0.1242,-0.011349998,0.11285,0.1482,1.1932367,-0.2579244,0.93531233,-0.042650007,0.10555,0.2326,1.5695007,0.89426064,2.4637613,0.027449995,0.26005,0.22163865,0.20095436,0.422593,592,3,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.3799307687254,15.003167801957982]}"
00000000000000000134_0,0.4052,1.4152986,0.29994196,1.7152406,-0.14860001,0.2566,0.2863,-0.1367,0.1496,0.1428,-0.023900002,0.1189,0.1484,-0.038699992,0.1097,0.1948,1.3126686,-0.36645162,0.94621694,-0.091000006,0.1038,0.2615,1.3424025,0.857983,2.2003853,-0.033099994,0.2284,0.14617576,0.22889952,0.37507528,711,3,0.95979977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.54558010711705,14.928697464904474]}"
00000000000000000135_0,0.1554,1.8478001,0.46317554,2.3109758,-0.02274999,0.13265,0.0841,-0.026700001,0.0574,0.0975,-0.001349993,0.09615,0.0826,-0.0016499981,0.08095,0.0727,0.8801453,-0.14944737,0.73069793,-0.013550002,0.05915,0.18985,2.6114168,1.0411614,3.652578,0.026199996,0.21605,0.44620073,0.1239301,0.5701308,760,3,33.899475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5624684344585,15.022930738208611]}"
00000000000000000136_0,0.18,1.615799,0.64922833,2.2650273,-0.014200002,0.1658,0.1114,-0.0382,0.0732,0.0987,0.001199998,0.0999,0.0832,0.0010999963,0.0843,0.0745,0.8954327,-0.17419899,0.7212337,-0.013700001,0.0608,0.1669,2.2402682,1.5623631,3.8026314,0.0643,0.2312,0.38276717,0.20079447,0.58356166,954,3,1.3348966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5264459915653,15.040717380834177]}"
00000000000000000138_0,0.313,1.5030012,0.18653454,1.6895357,-0.069199994,0.2438,0.20825,-0.06395,0.1443,0.13705,-0.012450002,0.1246,0.1367,-0.019500002,0.1172,0.15335,1.1217995,-0.18579267,0.93600684,-0.043649994,0.1097,0.2325,1.5161396,0.56590235,2.082042,-0.004099995,0.2284,0.20513155,0.14594802,0.35107958,607,3,7.065908,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.63235736356299,14.84344734444153]}"
00000000000000000139_0,0.2628,1.292671,0.041948188,1.3346192,0.013999999,0.2768,0.2033,0.004099995,0.2074,0.1229,0.002899997,0.1258,0.1154,0.0014500022,0.11685,0.1422,1.2322357,-0.15564175,1.0765939,-0.016399994,0.1258,0.1768,1.2433193,0.5265536,1.7698729,0.04585001,0.22265,0.108463965,0.16948123,0.2779452,595,3,1.9203746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.68481897615557,15.074943193159132]}"
0000000000000000013a_0,0.1276,2.0952382,-0.22945942,1.8657787,0.0545,0.1821,0.0609,0.0367,0.0976,0.1149,0.017599992,0.1325,0.0998,0.021200001,0.121,0.0789,0.7905812,0.19702208,0.9876033,0.040599994,0.1195,0.2564,3.249683,-1.0731138,2.1765692,0.003700018,0.2601,0.5293766,-0.15898675,0.3703899,439,3,0.9614048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.69793437930372,15.283262507546448]}"
0000000000000000013b_0,0.314,1.4125057,0.42075366,1.8332593,-0.10730001,0.2067,0.2223,-0.10954999,0.11275,0.1378,-0.021699995,0.1161,0.134,-0.020350002,0.11365,0.1585,1.1828358,-0.3328578,0.849978,-0.061899997,0.0966,0.2615,1.6498423,0.85171044,2.5015528,-0.01985,0.24165,0.2452381,0.18358673,0.4288248,533,3,3.4234028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.38451217667442,15.111055467580737]}"
0000000000000000013c_0,0.4055,1.3195574,0.2884604,1.6080178,-0.11669999,0.2888,0.3073,-0.1277,0.1796,0.1464,-0.032500006,0.1139,0.1501,-0.026399992,0.1237,0.1973,1.314457,-0.26191065,1.0525465,-0.0671,0.1302,0.2549,1.2919413,0.6742647,1.966206,0.0011000037,0.256,0.12737727,0.19836071,0.32573798,732,3,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.56713967393591,14.921960100273576]}"
0000000000000000013d_0,0.12675,2.1759658,-0.01333395,2.162632,0.04744999,0.1742,0.05825,0.022300001,0.08055,0.114,-0.010399997,0.1036,0.10285,-0.0062000006,0.09665,0.0867,0.8429752,-0.089741856,0.7532334,-0.013899997,0.0728,0.2571,2.9653978,0.8422946,3.8076923,0.020100027,0.2772,0.49563697,0.08836302,0.584,482,3,1.3357662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.3197436446894,15.306618704933557]}"
0000000000000000013e_0,0.19675,1.3701253,0.060959693,1.431085,-0.0015500039,0.1952,0.1436,-0.0072000027,0.1364,0.1166,0.019900002,0.1365,0.1045,0.017399997,0.1219,0.12305,1.1775119,-0.24970222,0.92780966,-0.009949997,0.1131,0.16985,1.3803333,0.4003917,1.780725,0.03154999,0.2014,0.15978153,0.12098158,0.28076312,564,3,3.3774498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.74285014350968,15.100455347228126]}"
0000000000000000013f_0,0.34345,1.4922876,0.15648055,1.6487682,-0.08245,0.261,0.23015,-0.07185,0.1583,0.1372,-0.011299998,0.1259,0.1412,-0.020900004,0.1203,0.1654,1.171388,-0.09574384,1.0756443,-0.036,0.1294,0.2578,1.5586458,0.1105969,1.6692427,-0.041800007,0.216,0.21833651,0.032387298,0.2507238,571,3,2.940809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.33591331980355,14.931572073813657]}"
00000000000000000140_0,0.3065,1.3087105,0.74944013,2.0581505,-0.090599984,0.2159,0.2342,-0.1293,0.1049,0.1382,-0.011700004,0.1265,0.1331,-0.018700004,0.1144,0.1668,1.2531931,-0.47434694,0.7788462,-0.077700004,0.0891,0.2185,1.309952,2.2961085,3.6060605,0.1028,0.3213,0.13418114,0.43160832,0.56578946,496,3,1.335941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.25919719453974,15.359529475168197]}"
00000000000000000141_0,0.2314,1.5233707,0.18523324,1.708604,-0.020899996,0.2105,0.1519,-0.028699994,0.1232,0.12,-0.0018000007,0.1182,0.1082,-5.00001E-4,0.1077,0.1119,1.034196,-0.09733427,0.9368617,-0.011,0.1009,0.2049,1.8310992,0.43351918,2.2646184,0.023599997,0.2285,0.2935606,0.093810365,0.38737094,517,3,3.8375156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.30896386127996,15.134321833439433]}"
00000000000000000142_0,0.1935,1.6165414,0.07095864,1.6875,-0.0072000027,0.1863,0.1197,-0.009300001,0.1104,0.11195,0.0011499971,0.1131,0.1038,-0.007199995,0.0966,0.0939,0.9046243,-0.08578379,0.8188405,-0.014800005,0.0791,0.20725,2.2071352,0.10133526,2.3084705,-0.024649993,0.1826,0.3763905,0.019100556,0.39549103,532,3,0.960658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.38720712252677,15.119409799723048]}"
00000000000000000143_0,0.2679,1.4280384,0.48818275,1.916221,-0.052899987,0.215,0.1876,-0.0754,0.1122,0.1244,0.0019000098,0.1263,0.1141,-0.0034000054,0.1107,0.1307,1.1454865,-0.28460118,0.86088526,-0.03540001,0.0953,0.1837,1.4055086,1.1222982,2.527807,0.0572,0.2409,0.16857502,0.26450053,0.43307555,530,3,4.736448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.57612282677711,15.303205106853902]}"
00000000000000000144_0,0.1201,1.9465153,0.09486399,2.0413792,0.013100006,0.1332,0.0617,0.0035500005,0.06525,0.117,-0.010700002,0.1063,0.1109,-0.015450001,0.09545,0.1003,0.9044184,-0.037472334,0.86694604,-0.017549999,0.08275,0.2407,2.3998008,0.3137944,2.7135952,-0.016150013,0.22455,0.41173023,0.049708102,0.46143833,480,3,4.7977624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31857583482004,15.35000733315653]}"
00000000000000000145_0,0.23235,1.271757,0.05332232,1.3250794,-0.023650005,0.2087,0.1827,-0.025199994,0.1575,0.1333,0.0019999892,0.1353,0.12915,0.002849996,0.132,0.14335,1.1099497,-0.16676787,0.9431818,-0.018850006,0.1245,0.16905,1.1792814,0.3893933,1.5686747,0.026250005,0.1953,0.082266286,0.13912208,0.22138837,538,3,5.547545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.68751392200792,15.148245720343285]}"
00000000000000000146_0,0.1658,1.4836689,0.601468,2.0851371,-0.021300003,0.1445,0.11175,-0.042449996,0.0693,0.11275,0.004450001,0.1172,0.0952,0.004999995,0.1002,0.10135,1.0646008,-0.24823356,0.81636727,-0.019550003,0.0818,0.13755,1.3571781,0.97167295,2.328851,0.05295001,0.1905,0.1515278,0.24766427,0.3991921,654,3,12.240756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.55070050423653,15.193341147606084]}"
00000000000000000147_0,0.1822,1.3466371,0.1804505,1.5270877,0.005250007,0.18745,0.1353,-0.012549996,0.12275,0.1196,-0.014749996,0.10485,0.1037,-0.008749999,0.09495,0.1018,0.98167795,-0.18494284,0.7967351,-0.026150003,0.07565,0.1565,1.537328,1.3727843,2.9101124,0.06365,0.22015,0.21176924,0.2767365,0.48850575,605,3,13.144496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.3377997819002,15.359619306696608]}"
00000000000000000148_0,0.3258,1.4931256,0.48987356,1.9829992,-0.09835,0.22745,0.2182,-0.1035,0.1147,0.12225,-0.014449999,0.1078,0.11125,-0.0132,0.09805,0.1339,1.2035955,-0.37646648,0.82712907,-0.0528,0.0811,0.19625,1.465646,1.2988421,2.7644882,0.027949989,0.2242,0.18885356,0.2798657,0.46871927,663,3,6.753863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.45970116595522,15.005413590168281]}"
00000000000000000149_0,0.2154,1.5597394,0.40721294,1.9669522,-0.054700002,0.1607,0.1381,-0.0564,0.0817,0.119,-0.0077000037,0.1113,0.1075,-0.008000001,0.0995,0.1101,1.024186,-0.23021616,0.79396987,-0.031099997,0.079,0.1652,1.5004541,1.0970142,2.5974681,0.040000007,0.2052,0.20014527,0.2439082,0.44405347,668,3,5.9969835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.50982715880909,14.78128392678046]}"
0000000000000000014a_0,0.02195,1.4070513,0.4830585,1.8901099,-0.0047500003,0.0172,0.0156,-0.006499999,0.0091,0.11405,0.0013500005,0.1154,0.0932,1.0000169E-4,0.0933,0.0658,0.7060086,-0.033982877,0.67202574,-0.0031000003,0.0627,0.0442,0.6717325,-0.02420457,0.64752793,-0.0035999976,0.0406,-0.19636367,-0.017576315,-0.21393998,492,3,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.33321837395118,15.242029836005363]}"
0000000000000000014b_0,0.24175,1.5682777,-0.050803043,1.5174747,0.027449995,0.2692,0.15415,0.023249999,0.1774,0.1195,0.011299998,0.1308,0.11215,0.00705,0.1192,0.12755,1.1373161,-0.15661147,0.98070467,-0.010650009,0.1169,0.22435,1.758918,0.27102208,2.0299401,0.012949988,0.2373,0.27507815,0.06484281,0.33992094,508,3,4.259933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.29144671323964,15.152108476064999]}"
0000000000000000014c_0,0.1714,1.9792148,0.53186,2.5110748,-0.01834999,0.15305,0.0866,-0.025649998,0.06095,0.1126,-0.00705,0.10555,0.0988,-0.004900001,0.0939,0.0825,0.83502024,-0.14226203,0.6927582,-0.017450005,0.06505,0.2244,2.7199998,1.6212764,4.341276,0.058000013,0.2824,0.46236557,0.16319208,0.62555766,589,3,1.3347951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37283407798085,15.00954584047523]}"
0000000000000000014d_0,0.2864,1.5736264,0.18777427,1.7614006,-0.070099995,0.2163,0.182,-0.059199996,0.1228,0.1226,-0.009999998,0.1126,0.112,-0.012200005,0.0998,0.1337,1.1937499,-0.3049724,0.88877755,-0.045,0.0887,0.2069,1.5474944,0.7647943,2.3122888,-0.0018000007,0.2051,0.21491486,0.18127304,0.3961879,621,3,4.6273675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.39457330785655,14.987087958372243]}"
0000000000000000014e_0,0.3307,1.2825286,0.64673746,1.9292661,-0.11250001,0.2182,0.25785,-0.14475,0.1131,0.1267,-0.013700001,0.113,0.12205,-0.022250004,0.0998,0.1542,1.2634166,-0.4197292,0.8436874,-0.07,0.0842,0.2024,1.3125811,1.1387254,2.4513063,0.004000008,0.2064,0.13516544,0.28534386,0.4205093,688,3,2.1312592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.60998931298842,14.948101075041455]}"
0000000000000000014f_0,0.16845,1.6197115,0.37351352,1.993225,-0.021349996,0.1471,0.104,-0.030200005,0.0738,0.10715,-0.0040500015,0.1031,0.09145,-0.0018000007,0.08965,0.09485,1.0371789,-0.27365404,0.7635248,-0.026400007,0.06845,0.16425,1.7316816,0.9863609,2.7180424,0.021799996,0.18605,0.26785025,0.1942323,0.46208254,572,3,3.024317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.53363251383826,15.067397344772528]}"
00000000000000000151_0,0.38215,1.3161702,0.36734214,1.6835123,-0.11565,0.2665,0.29035,-0.13205,0.1583,0.1322,-0.013800003,0.1184,0.1368,-0.028500006,0.1083,0.18555,1.3563596,-0.403451,0.95290864,-0.08235,0.1032,0.23035,1.2414443,0.7701835,2.011628,-0.022750005,0.2076,0.1077182,0.22818913,0.3359073,757,3,5.442124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.61681650914772,14.893303842710164]}"
00000000000000000152_0,0.41725,1.3239728,0.15181576,1.4757885,-0.08505002,0.3322,0.31515,-0.09005,0.2251,0.13855,-0.01675,0.1218,0.14225,-0.02245,0.1198,0.20205,1.4203867,-0.22506115,1.1953255,-0.058850005,0.1432,0.2566,1.2699827,0.6622799,1.9322625,0.020099998,0.2767,0.118935995,0.19899684,0.31793284,628,3,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.54791572685575,14.784248367218055]}"
00000000000000000153_0,0.2516,1.3692516,0.81313044,2.182382,-0.0757,0.1759,0.18375,-0.10315,0.0806,0.1118,1.0000169E-4,0.1119,0.0983,-5.00001E-4,0.0978,0.1018,1.0356053,-0.32292634,0.71267897,-0.0321,0.0697,0.1755,1.7239686,2.3262465,4.050215,0.10679999,0.2823,0.26577714,0.33820012,0.60397726,688,3,11.520949,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49850838622918,15.147886394229637]}"
00000000000000000154_0,0.265,1.3617676,0.2712599,1.6330276,-0.05139999,0.2136,0.1946,-0.06380001,0.1308,0.1326,0.0011000037,0.1337,0.12315,-5.0000846E-5,0.1231,0.1459,1.1847341,-0.25703293,0.9277011,-0.031699993,0.1142,0.2089,1.4318026,0.6671465,2.0989492,0.0308,0.2397,0.17756484,0.17705509,0.35461995,497,3,2.1338303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.41739051607318,15.26394872893788]}"
00000000000000000155_0,0.2368,1.2989577,0.088755496,1.3877132,-0.0335,0.2033,0.1823,-0.035799995,0.1465,0.1069,-0.006549999,0.10035,0.0949,-0.00795,0.08695,0.1418,1.4942045,-0.17448048,1.319724,-0.027050003,0.11475,0.1595,1.1248237,0.13007823,1.2549019,-0.015500009,0.144,0.05874544,0.054298025,0.113043465,1018,3,7.6340814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.61457072093742,15.080333084863849]}"
00000000000000000156_0,0.1986,1.6654087,0.3719803,2.037389,-0.037849993,0.16075,0.11925,-0.040349998,0.0789,0.09995,0.0084500015,0.1084,0.08555,0.0066,0.09215,0.07775,0.90882516,-0.13562934,0.77319586,-0.0064999983,0.07125,0.19045,2.4495177,0.668377,3.1178946,0.0317,0.22215,0.4202088,0.09410612,0.51431495,687,3,6.5346036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.59471795315838,15.03990889707847]}"
00000000000000000157_0,0.1649,1.6424303,0.43655244,2.0789828,-0.009599999,0.1553,0.1004,-0.025700003,0.0747,0.1148,-0.0036000013,0.1112,0.0976,0.0011000037,0.0987,0.0848,0.86885244,-0.11505307,0.7537994,-0.010399997,0.0744,0.1799,2.1214623,1.1890215,3.310484,0.06639999,0.2463,0.3592747,0.17674029,0.536015,464,3,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37337306715133,15.296108416109359]}"
00000000000000000158_0,0.17985,1.2098889,0.30595478,1.5158437,0.025849998,0.2057,0.14865,-0.012950003,0.1357,0.11825,0.008149996,0.1264,0.1049,0.0073999986,0.1123,0.113,1.0772164,-0.060297366,1.016919,0.0012000054,0.1142,0.13675,1.210177,0.35724857,1.5674256,0.042250007,0.179,0.0950951,0.12591445,0.22100955,468,3,1.9216263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.65023383771697,15.213104083856715]}"
00000000000000000159_0,0.2352,1.332578,0.32628757,1.6588656,-0.02610001,0.2091,0.1765,-0.050449997,0.12605,0.1268,-0.011950001,0.11485,0.1155,-0.0037500039,0.11175,0.1329,1.1506493,-0.29874772,0.8519016,-0.037699997,0.0952,0.1768,1.3303236,0.96064276,2.2909663,0.0413,0.2181,0.14175008,0.25052568,0.39227575,540,3,7.240041,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.38621897571424,15.143484649337452]}"
0000000000000000015a_0,0.3482,1.3501357,0.15051842,1.5006541,-0.004099995,0.3441,0.2579,-0.028599992,0.2293,0.1484,-0.0076999962,0.1407,0.151,-0.012199998,0.1388,0.1857,1.2298014,-0.108763896,1.1210375,-0.030100003,0.1556,0.2546,1.3710285,0.39182508,1.7628536,0.01970002,0.2743,0.1564842,0.11962655,0.27611074,553,3,4.25493,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.70925315188362,14.841201556231232]}"
0000000000000000015b_0,0.2484,1.3459767,0.31687364,1.6628504,-0.0378,0.2106,0.18455,-0.057899997,0.12665,0.1199,0.001199998,0.1211,0.11035,-0.0036999956,0.10665,0.12595,1.1413684,-0.17043538,0.97093296,-0.022399992,0.10355,0.1595,1.2663757,0.65829843,1.924674,0.039800003,0.1993,0.11753375,0.19862936,0.31616312,581,3,1.3349183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.72578215311142,15.047364913936663]}"
0000000000000000015c_0,0.2614,1.4076468,0.2423532,1.65,-0.017200008,0.2442,0.1857,-0.037699997,0.148,0.1236,5.00001E-4,0.1241,0.1177,-0.0063000023,0.1114,0.1337,1.1359388,-0.24455641,0.8913824,-0.0344,0.0993,0.181,1.353777,0.8526681,2.2064452,0.038100004,0.2191,0.15030186,0.22595443,0.3762563,538,3,1.3351249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.34265068443445,15.11123513063756]}"
0000000000000000015d_0,0.1271,1.9464012,-0.30813307,1.6382681,0.10749999,0.2346,0.0653,0.07789999,0.1432,0.1149,0.012100004,0.127,0.1007,0.013400003,0.1141,0.0781,0.77557105,0.15869714,0.9342682,0.028499998,0.1066,0.2201,2.8181818,-0.5020466,2.3161352,0.026800007,0.2469,0.47619045,-0.07930219,0.39688826,454,3,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.68706476436587,15.238167080283649]}"
0000000000000000015e_0,0.10035,1.121229,0.11592851,1.2371576,-0.028099999,0.07225,0.0895,-0.031100001,0.0584,0.12165,-0.010700002,0.11095,0.10415,-0.0145,0.08965,0.109,1.0465674,-0.044336516,1.0022309,-0.019149996,0.08985,0.1076,0.98715603,0.023417171,1.0105731,-0.016800001,0.0908,-0.006463499,0.011722293,0.005258794,484,3,6.9443045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.65382709885344,15.189208897299135]}"
0000000000000000015f_0,0.2414,1.6179624,-0.040630054,1.5773324,0.010499984,0.2519,0.1492,0.010499999,0.1597,0.1234,-0.0014000013,0.122,0.1105,-0.0053000003,0.1052,0.0991,0.8968326,0.06039173,0.9572243,0.0015999973,0.1007,0.261,2.6337035,-0.7767023,1.8570011,-0.074,0.187,0.44959733,-0.14963208,0.29996526,460,3,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.59660441525503,15.316140846945224]}"
00000000000000000160_0,0.2821,1.3667635,0.21022305,1.5769866,-0.04294999,0.23915,0.2064,-0.05475001,0.15165,0.1307,-0.00805001,0.12265,0.1239,-0.0088,0.1151,0.1605,1.2953995,-0.30191565,0.99348396,-0.046150006,0.11435,0.2012,1.2535825,0.5207945,1.774377,0.0017000139,0.2029,0.11252416,0.16659328,0.27911744,570,3,7.238104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37499003466274,15.076290666085312]}"
00000000000000000162_0,0.3322,1.3531568,0.07514425,1.4283011,-0.030399978,0.3018,0.2455,-0.034199998,0.2113,0.1427,-0.006099999,0.1366,0.142,-0.012600005,0.1294,0.1759,1.2387323,-0.114311896,1.1244204,-0.030399993,0.1455,0.2394,1.3610005,0.1620234,1.523024,-0.017800003,0.2216,0.15290153,0.054398917,0.20730044,526,3,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.722638049617,14.776253361189392]}"
00000000000000000163_0,0.1655,1.7061855,0.22947413,1.9356596,0.0119999945,0.1775,0.097,-0.0053000003,0.0917,0.1153,0.009800002,0.1251,0.0993,0.013700001,0.113,0.0843,0.8489426,-0.005579773,0.8433628,0.011,0.0953,0.227,2.692764,-0.06527173,2.6274922,0.023400009,0.2504,0.45840028,-0.009745341,0.44865492,417,3,1.3359659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.60325194835751,15.366805828969564]}"
00000000000000000164_0,0.2538,1.4777293,0.4584612,1.9361905,-0.050500005,0.2033,0.17175,-0.06675,0.105,0.12505,-0.00204999,0.123,0.11095,-0.00395,0.107,0.12135,1.0937359,-0.24513775,0.8485981,-0.030549996,0.0908,0.18435,1.5191594,1.057933,2.5770924,0.04965,0.234,0.2060844,0.23480228,0.44088668,528,3,2.1327214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.34040489622414,15.128662447149479]}"
00000000000000000165_0,0.1846,1.6038228,0.23370597,1.8375287,-0.023999989,0.1606,0.1151,-0.0277,0.0874,0.1194,-0.0016000047,0.1178,0.1063,-0.002399996,0.1039,0.0977,0.91909695,-0.16741258,0.75168437,-0.019599997,0.0781,0.1783,1.8249743,1.2275223,3.0524967,0.060100004,0.2384,0.29202896,0.21444811,0.50647706,542,3,8.4613085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.7083548365995,14.772660100052914]}"
00000000000000000166_0,0.2859,1.260582,0.66969323,1.9302753,-0.0755,0.2104,0.2268,-0.1178,0.109,0.122,-0.010600001,0.1114,0.1135,-0.017399997,0.0961,0.1338,1.1788546,-0.30268398,0.87617064,-0.049599998,0.0842,0.1829,1.3669657,1.2197328,2.5866983,0.03490001,0.2178,0.1550363,0.2873478,0.4423841,701,3,4.2566366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.59920952957899,14.948190906569867]}"
00000000000000000168_0,0.23125,1.2612491,0.2665454,1.5277944,0.024350002,0.2556,0.18335,-0.016049996,0.1673,0.11495,0.011849999,0.1268,0.10615,0.008249998,0.1144,0.13615,1.282619,-0.366535,0.91608393,-0.03135,0.1048,0.18675,1.3716489,0.810603,2.182252,0.041950002,0.2287,0.15670484,0.21480939,0.37151423,558,3,0.9604169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.72281771267383,15.06613970337476]}"
00000000000000000169_0,0.1556,1.5958974,0.39455602,1.9904535,0.011200011,0.1668,0.0975,-0.0136999935,0.0838,0.1218,0.0037999973,0.1256,0.1074,0.0072000027,0.1146,0.1016,0.9459963,-0.09782875,0.8481675,-0.0044,0.0972,0.2194,2.1594489,1.0452838,3.2047327,0.09210001,0.3115,0.3669782,0.1573673,0.5243455,430,3,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.68158504113273,15.312996743450805]}"
0000000000000000016a_0,0.1857,1.584471,0.43492296,2.019394,-0.019099995,0.1666,0.1172,-0.0347,0.0825,0.12,-0.009099998,0.1109,0.1048,-0.006400004,0.0984,0.1013,0.96660304,-0.17493637,0.7916667,-0.023400001,0.0779,0.1708,1.6860809,1.6374105,3.3234916,0.08809999,0.2589,0.2554208,0.2819901,0.5374109,483,3,1.3357525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.40975483615817,15.302576286155018]}"
0000000000000000016b_0,0.12585,2.1151261,-0.011447176,2.103679,-5.0008297E-5,0.1258,0.0595,2.9999763E-4,0.0598,0.1177,-0.0044,0.1133,0.10795,-0.009050004,0.0989,0.09465,0.8767948,-0.07396361,0.8028312,-0.015249997,0.0794,0.1933,2.042261,0.9854468,3.0277078,0.047100008,0.2404,0.34259418,0.16084546,0.50343966,502,3,1.3352435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.26853967349459,15.14752706811599]}"
0000000000000000016c_0,0.0208,1.3866667,0.2409929,1.6276596,-0.0055,0.0153,0.015,-0.0056,0.0094,0.1107,0.0058000013,0.1165,0.087,0.005900003,0.0929,0.0627,0.7206897,-0.0565347,0.664155,-0.001000002,0.0617,0.0424,0.676236,-0.07980163,0.59643435,-0.005599998,0.0368,-0.19314942,-0.059642456,-0.25279188,492,3,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.28857210433044,15.214182062197658]}"
0000000000000000016d_0,0.1192,1.3740634,0.02109791,1.3951613,-0.049999997,0.0692,0.08675,-0.03715,0.0496,0.11185,-0.0026500002,0.1092,0.09155,-0.0059499964,0.0856,0.0943,1.0300382,-0.15153363,0.87850463,-0.019100003,0.0752,0.11925,1.2645811,-0.17681514,1.0877659,-0.03745,0.0818,0.116834454,-0.07479624,0.042038217,799,3,23.273094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.42017529345395,15.23313651469258]}"
